Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0017479,0,3/20/17,9:22:31,131,Passenger vehicle fire                            ,2000,0,4,BO             ,Boston                                            ,2115,900,"Outside or special property, Other                ",66,  ,WESTLAND                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0017480,0,3/20/17,9:42:12,735,Alarm system sounded due to malfunction           ,0,0,1,EB             ,East Boston                                       ,2128,519,"Food and beverage sales, grocery store            ",35,  ,WILLIAM C KELLY          ,  ,SQ  ,                                        ,  ,                         ,  ,    
17-0017482,0,3/20/17,9:46:35,412,Gas leak (natural gas or LPG)                     ,0,0,12,RS             ,Roslindale                                        ,2131,429,Multifamily dwelling                              ,4615,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017483,0,3/20/17,9:52:50,113,"Cooking fire, confined to container               ",0,0,11,BR             ,Allston-Brighton                                  ,2135,311,"24-hour care Nursing homes, 4 or more persons     ",80,  ,BENNETT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017485,0,3/20/17,10:03:44,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,2116,439,"Boarding/rooming house, residential hotels        ",40,  ,BERKELEY                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017487,0,3/20/17,10:07:26,714,"Central station, malicious false alarm            ",0,0,6,DO             ,Dorchester                                        ,2125,500,"Mercantile, business, Other                       ",7,  ,ALLSTATE                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017488,0,3/20/17,10:07:47,714,"Central station, malicious false alarm            ",0,0,6,SB             ,South Boston                                      ,2210,599,Business office                                   ,600,  ,D                        ,  ,ST  ,": @LARRY J'S BBQ CAFE - 600 D ST, BO    ",  ,                         ,  ,    
17-0017490,0,3/20/17,10:12:19,554,Assist invalid                                    ,0,0,4,BO             ,Boston                                            ,2215,429,Multifamily dwelling                              ,110,  ,PETERBOROUGH             ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017491,0,3/20/17,10:16:32,745,"Alarm system activation, no fire - unintentional  ",0,0,11,BR             ,Allston-Brighton                                  ,2135,311,"24-hour care Nursing homes, 4 or more persons     ",82,  ,BENNETT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017492,0,3/20/17,10:18:59,113,"Cooking fire, confined to container               ",10,10,8,DO             ,Dorchester                                        ,2124,213,"Elementary school, including kindergarten         ",100,  ,MAXWELL                  ,  ,ST  ,: #12-3495                              ,  ,                         ,  ,    
17-0017497,0,3/20/17,10:43:02,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,2115,400,"Residential, Other                                ",114,  ,FENWAY                   ,  ,    ,: #WYN3488                              ,  ,                         ,  ,    
17-0017500,0,3/20/17,11:00:23,113,"Cooking fire, confined to container               ",0,0,9,RX             ,Roxbury                                           ,2215,400,"Residential, Other                                ",450-458 ,  ,BROOKLINE                ,  ,AVE ,: #19-2351                              ,  ,                         ,  ,    
17-0017502,0,3/20/17,11:01:28,113,"Cooking fire, confined to container               ",0,0,4,RX             ,Roxbury                                           ,2118,429,Multifamily dwelling                              ,570-580 ,  ,SHAWMUT                  ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0017505,0,3/20/17,11:08:05,445,"Arcing, shorted electrical equipment              ",0,0,8,MT             ,Mattapan                                          ,2126,439,"Boarding/rooming house, residential hotels        ",430,  ,RIVER                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017506,0,3/20/17,11:13:42,745,"Alarm system activation, no fire - unintentional  ",0,0,4,BO             ,Boston                                            ,2115,400,"Residential, Other                                ",102,  ,GAINSBOROUGH             ,  ,ST  ,: #ATL335                               ,  ,                         ,  ,    
17-0017507,0,3/20/17,11:14:19,740,"Unintentional transmission of alarm, Other        ",0,0,7,DO             ,Dorchester                                        ,2125,321,Mental retardation/development disability facility,130,  ,HAMILTON                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017508,0,3/20/17,11:16:19,712,"Direct tie to FD, malicious false alarm           ",0,0,7,RX             ,Roxbury                                           ,2119,110,"Fixed-use recreation places, other                ",339,  ,DUDLEY                   ,  ,ST  ,: #12-2133                              ,  ,                         ,  ,    
17-0017509,0,3/20/17,11:16:54,621,Wrong location                                    ,0,0,8,DO             ,Dorchester                                        ,2124,NNN ,None                                              ,9-May,  ,ARMANDINE                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017510,0,3/20/17,11:22:35,714,"Central station, malicious false alarm            ",0,0,9,RX             ,Roxbury                                           ,2115,340,"Clinics, doctors offices, hemodialysis cntr, other",160,  ,LONGWOOD                 ,  ,AVE ,: #HAR377                               ,  ,                         ,  ,    
