Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0003815,0,01/18/17,18:43:15,735,Alarm system sounded due to malfunction           ,0,0,3,BO             ,Boston                                            ,02113,419,1 or 2 family dwelling                            ,4,  ,FOSTER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003819,0,01/18/17,19:19:16,443,Breakdown of light ballast                        ,0,0,3,BO             ,Boston                                            ,02113,151,Library                                           ,25,  ,PARMENTER                ,  ,ST  ,: @BPL-NORTH END BRANCH LIBRARY         ,  ,                         ,  ,    
17-0003821,0,01/18/17,19:21:36,733,Smoke detector activation due to malfunction      ,0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,114,  ,STRATHMORE               ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0003823,0,01/18/17,19:48:01,113,"Cooking fire, confined to container               ",1000,0,9,RX             ,Roxbury                                           ,02119,429,Multifamily dwelling                              ,10,  ,ACADEMY                  ,  ,CT  ,                                        ,  ,                         ,  ,    
17-0003825,0,01/18/17,19:59:59,100,"Fire, Other                                       ",50,50,8,DO             ,Dorchester                                        ,02124,419,1 or 2 family dwelling                            ,217,  ,NORFOLK                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003826,0,01/18/17,20:00:54,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,02215,400,"Residential, Other                                ",523,  ,NEWBURY                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003828,0,01/18/17,20:27:07,700,"False alarm or false call, Other                  ",0,0,12,RS             ,Roslindale                                        ,02131,429,Multifamily dwelling                              ,4236,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003829,0,01/18/17,20:31:09,743,"Smoke detector activation, no fire - unintentional",0,0,3,CH             ,Charlestown                                       ,02129,419,1 or 2 family dwelling                            ,26,  ,PROSPECT                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003830,0,01/18/17,20:36:38,111,Building fire                                     ,75000,75000,6,DO             ,Dorchester                                        ,02125,579,"Motor vehicle or boat sales, services, repair     ",        ,  ,BOSTON                   ,  ,ST  ,                                        ,  ,ENTERPRISE               ,  ,ST  
17-0003834,0,01/18/17,20:55:35,554,Assist invalid                                    ,0,0,1,EB             ,East Boston                                       ,02128,311,"24-hour care Nursing homes, 4 or more persons     ",225,  ,SUMNER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003836,0,01/18/17,21:16:31,600,"Good intent call, Other                           ",0,0,9,RX             ,Roxbury                                           ,02215,NNN ,None                                              ,309,  ,RIVERWAY                 ,  ,    ,                                        ,  ,                         ,  ,    
17-0003839,0,01/18/17,21:22:26,735,Alarm system sounded due to malfunction           ,0,0,3,BO             ,Boston                                            ,02113,419,1 or 2 family dwelling                            ,4,  ,FOSTER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003840,0,01/18/17,21:22:37,113,"Cooking fire, confined to container               ",0,0,7,DO             ,Dorchester                                        ,02121,429,Multifamily dwelling                              ,15,  ,BOWDOIN                  ,  ,AVE ,: #WYN4351                              ,  ,                         ,  ,    
17-0003841,0,01/18/17,21:22:56,651,"Smoke scare, odor of smoke                        ",0,0,9,RX             ,Roxbury                                           ,02121,400,"Residential, Other                                ",224,  ,SEAVER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003842,0,01/18/17,21:43:23,553,Public service                                    ,0,0,9,RX             ,Roxbury                                           ,02119,429,Multifamily dwelling                              ,66,  ,SAINT JAMES              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003843,0,01/18/17,21:47:40,714,"Central station, malicious false alarm            ",0,0,9,RX             ,Roxbury                                           ,02119,400,"Residential, Other                                ",2928-294,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003844,0,01/18/17,21:50:03,600,"Good intent call, Other                           ",0,0,3,BO             ,Boston                                            ,02113,400,"Residential, Other                                ",13,  ,COOPER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003850,0,01/18/17,22:12:01,600,"Good intent call, Other                           ",0,0,7,DO             ,Dorchester                                        ,02121,429,Multifamily dwelling                              ,15,  ,BOWDOIN                  ,  ,AVE ,                                        ,  ,                         ,  ,    
