Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0009866,0,02/15/17,9:18:31,113,"Cooking fire, confined to container               ",0,0,7,DO             ,Dorchester                                        ,02122,429,Multifamily dwelling                              ,330,  ,BOWDOIN                  ,  ,ST  ,: #12-1892                              ,  ,                         ,  ,
17-0009869,0,02/15/17,9:51:34,600,"Good intent call, Other                           ",0,0,3,BO             ,Boston                                            ,02110,963,Street or road in commercial area                 ,30,  ,ROWES                    ,  ,WHRF,                                        ,  ,                         ,  ,
17-0009871,0,02/15/17,10:08:49,500,"Service Call, other                               ",0,0,3,CH             ,Charlestown                                       ,02129,900,"Outside or special property, Other                ",50,  ,BUNKER HILL              ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009872,0,02/15/17,10:16:13,500,"Service Call, other                               ",0,0,9,JP             ,Jamaica Plain                                     ,02130,210,"Schools, non-adult, other                         ",19,  ,SAINT JOSEPH             ,  ,ST  ,: ALIAS 19 ST JOSEPH ST JP              ,  ,                         ,  ,
17-0009873,0,02/15/17,10:19:27,412,Gas leak (natural gas or LPG)                     ,0,0,9,JP             ,Jamaica Plain                                     ,02119,963,Street or road in commercial area                 ,87,  ,ATHERTON                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009874,0,02/15/17,10:27:15,571,"Cover assignment, standby, moveup                 ",0,0,     ,               ,NULL,00000,0,"Property Use, Other                               ",        ,  ,1ST                      ,  ,AV  ,: @REVERE 8214                          ,  ,                         ,  ,
17-0009876,0,02/15/17,10:31:32,745,"Alarm system activation, no fire - unintentional  ",0,0,9,RX             ,Roxbury                                           ,02115,331,Hospital - medical or psychiatric                 ,16,  ,SHATTUCK                 ,  ,ST  ,: #12-236                               ,  ,                         ,  ,
17-0009877,0,02/15/17,10:39:58,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,02127,429,Multifamily dwelling                              ,176,  ,M                        ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009879,0,02/15/17,10:42:37,900,"Special type of incident, Other                   ",0,0,4,BO             ,Boston                                            ,02118,254,"Day care, in commercial property                  ",631,  ,HARRISON                 ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009880,0,02/15/17,10:46:02,900,"Special type of incident, Other                   ",0,0,6,SB             ,South Boston                                      ,02127,200,"Educational, Other                                ",230,W ,SIXTH                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009882,0,02/15/17,10:48:38,900,"Special type of incident, Other                   ",0,0,3,               ,NULL,00000,961,Highway or divided highway                        ,        ,  ,I93                      ,  ,    ,: #SOM931                               ,  ,                         ,  ,
17-0009885,0,02/15/17,10:54:59,900,"Special type of incident, Other                   ",0,0,12,WR             ,West Roxbury                                      ,02132,311,"24-hour care Nursing homes, 4 or more persons     ",1190,  ,VFW                      ,  ,PKWY,                                        ,  ,                         ,  ,
17-0009886,0,02/15/17,10:55:49,900,"Special type of incident, Other                   ",0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,1705,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009887,0,02/15/17,11:02:13,522,Water or steam leak                               ,0,0,11,BR             ,Allston-Brighton                                  ,02135,400,"Residential, Other                                ",18,  ,PRESENTATION             ,  ,RD  ,                                        ,  ,                         ,  ,
17-0009889,0,02/15/17,11:03:52,743,"Smoke detector activation, no fire - unintentional",0,0,9,JP             ,Jamaica Plain                                     ,02130,429,Multifamily dwelling                              ,26,  ,EGLESTON                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009890,0,02/15/17,11:06:55,423,Refrigeration leak                                ,0,0,3,BO             ,Boston                                            ,02108,150,"Public or government, Other                       ",24,  ,BEACON                   ,  ,ST  ,: #12-1372                              ,  ,                         ,  ,
17-0009891,0,02/15/17,11:07:31,900A,FIU activity  (not covered by other inc types)    ,0,0,9,JP             ,Jamaica Plain                                     ,02130,215,High school/junior high school/middle school      ,20,  ,CHILD                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009892,0,02/15/17,11:11:23,900T,BFD Drill                                         ,0,0,6,SB             ,South Boston                                      ,02127,960,"Street, Other                                     ",272,  ,D                        ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009895,0,02/15/17,11:16:27,151,"Outside rubbish, trash or waste fire              ",0,0,9,JP             ,Jamaica Plain                                     ,02130,960,"Street, Other                                     ",90,  ,HEATH                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009897,0,02/15/17,11:18:24,731,Sprinkler activation due to malfunction           ,0,0,4,BO             ,Boston                                            ,02116,449,"Hotel/motel, commercial                           ",120,  ,HUNTINGTON               ,  ,AVE ,: #13-1563                              ,  ,                         ,  ,
